Name,Max Players,Play Time,Min Age,Rating Average,Complexity Average,Mechanics,no. of mechanics
Irány a Kincses Sziget!,4,75,8,6,15859,Card Drafting,3
Irezumi,4,20,8,6,13841,Area Majority / Influence,3
Irish Gauge,5,60,12,7,1040,Enclosure,3
Iron & Ale,8,45,18,5,14696,Area Movement,8
Iron Cross,2,240,12,5,18079,Set Collection,3
Iron Curtain,2,30,10,7,1988,Card Drafting,2
Iron Dragon,6,240,12,6,1731,Commodity Speculation,5
Iron Dream,2,180,0,7,10876,Trick-taking,1
Iron Helm,1,45,12,8,4339,Catch the Leader,6
Iron Man 2: Game of War,2,30,6,6,13755,Hand Management,1
Iron Sky: The Board Game,6,120,12,6,11266,Children's Games,2
Iron Tide: Panzers in the Ardennes,4,360,12,7,6154,Simulation,3
Ironbottom Sound,4,120,12,7,11066,Card Drafting,3
Ironclad,3,90,13,6,8853,Hexagon Grid,3
Irondale,4,30,0,5,11390,Card Drafting,5
IRONDIE,2,15,13,6,9296,Campaign / Battle Card Driven,5
Ironman Football,8,180,10,6,14240,Action/Event,9
Irrational Game,5,60,15,4,18757,Set Collection,1
Irresponsibility: The Mr Toast Card Game,4,20,7,5,17109,Hand Management,3
Isaac,2,15,8,6,10806,Cooperative Game,7
Isaac Asimov's Super Quiz,30,45,12,5,16883,Dice Rolling,4
Isaribi,5,45,10,6,6880, Dice Rolling,2
Isegrim,5,15,8,4,18483,Action Points,7
Ishtar: Gardens of Babylon,4,45,14,7,1374,Dice Rolling,2
Isi,2,30,12,6,13168,Modular Board,3
Isidore,4,30,6,5,17489,Hand Management,5
Isis & Osiris,4,20,7,5,6469,Line Drawing,2
Isla Dorada,6,60,10,6,1656,Hexagon Grid,2
Island Dice,4,60,12,6,14124,Area Majority / Influence,4
Island Fortress,4,90,13,6,7306,Hexagon Grid,2
Island Hopper,6,45,13,5,15893,Auction/Bidding,3
Island Of D,1,30,7,6,10121,Hand Management,3
Island Of D 2: The Shadow of Dawn,1,30,8,6,7617,Dice Rolling,4
Island Siege,2,45,13,6,4751,Card Drafting,4
Island Trader,2,30,0,6,12085,Card Drafting,3
Islands in the Mist,4,60,10,7,6260,Action Queue,4
Islands of the Damned: Wake Island and Peleliu,1,180,14,7,8631, Take That,3
Islas Canarias,5,45,0,6,6464,Hexagon Grid,3
Isle of Monsters,5,45,10,6,8939,Dice Rolling,3
Isle of Skye: From Chieftain to King,5,50,8,7,197,Dice Rolling,6
Isle of Trains,4,45,13,6,1852,Hand Management,1
Islebound,4,120,13,7,829,Action Points,4
Isles of Terror,4,120,12,7,9191,Area Majority / Influence,2
Isolate,4,45,8,4,19735,Take That,3
Israeli Air Force Leader,1,60,12,7,5959,Hand Management,1
Israeli Independence: The First Arab-Israeli War,1,15,13,6,7523,Grid Movement,2
ISS Vanguard,4,120,13,7,7842,Hand Management,3
Istanbul,5,60,10,7,120,Area Movement,2
Istanbul: The Dice Game,4,40,8,7,850,Area Majority / Influence,1
It Happens..,5,30,8,6,3901,Area Majority / Influence,4
It Never Snows,6,1500,14,7,4358,Deck Bag and Pool Building,2
IT Startup,4,60,12,6,11590,Roll / Spin and Move,1
IT: Evil Below,7,60,17,6,10163,Cooperative Game,3
It's a Wonderful World,5,60,14,7,169,Hexagon Grid,2
It's Alive!,5,30,12,6,3594,Dice Rolling,4
It's Mine,2,45,12,6,6784,Area Majority / Influence,4
It's Mine!,5,30,7,5,7422,Hand Management,2
Italia,4,240,10,6,5033,Hand Management,3
Itchy Feet: the Travel Game,6,45,7,6,6672,Hand Management,2
Itchy Monkey,4,45,8,6,6992,Network and Route Building,4
IUNU,4,30,10,6,6434,Dice Rolling,2
Ivanhoe,5,45,10,6,2196,Hand Management,5
Ivion,4,30,13,8,10472,Action Points,2
Ivor the Engine,5,60,8,6,5199,Variable Phase Order,2
Iwari,5,45,14,7,2181,Memory,3
Iwo: Bloodbath in the Bonins 19 Feb - 17 Mar 1945,2,120,12,6,7606,Hand Management,3
J.U.M.P. Into the Unknown,4,120,10,5,18340,Action Points,3
J'Accuse!,6,60,14,5,15690, Cooperative Game,3
J'te Gage Que... 2,50,120,12,5,16457,Acting,5
JAB: Realtime Boxing,2,15,10,6,3880, Player Elimination,2
Jack Straws,5,10,6,4,20056,Physical Removal,2
Jack the Ripper,5,15,13,6,13971,Player Elimination,4
Jack's Friends,6,15,6,8,11524,Action Drafting,18
Jackal,4,120,8,5,14188,Area Majority / Influence,6
Jackal & High,5,20,8,5,12076,Action Points,5
Jackal Archipelago,4,90,6,6,11121,Real-Time,4
Jackpot Yahtzee,4,60,8,6,12574,Hand Management,2
Jackson & Sheridan: The Valley Campaigns,2,120,13,7,11795,Action Points,2
Jacob Marley,3,6,90,121,23,Action Queue,11
Jacynth,3,25,0,6,9497,Deduction,6
Jade König,6,90,8,5,17118,Commodity Speculation,4
Jagdfieber,5,30,8,5,14996,Action Points,6
Jäger und Späher,2,60,12,6,3456, Take That,1
Jägersro,5,180,9,6,11839,Dice Rolling,1
Jagged Alliance: The Board Game,4,360,14,8,3779,Auction/Bidding,4
Jailbreak,2,30,7,6,12894,Dice Rolling,9
Jailbreakers: Plan Your Escape,5,45,10,5,18552,Dice Rolling,4
Jaipur,2,30,12,7,138,Hexagon Grid,2
Jamaica,6,60,8,7,496,Dice Rolling,3
Jambo,2,45,12,7,647,Cooperative Game,4
James Bond 007,4,45,10,5,16761,Hand Management,4
James Bond 007 Assault! Game,10,300,8,6,15648,Hand Management,4
James Bond Secret Agent 007 Game,4,45,8,5,17649, Variable Player Powers,2
James Clavell's Noble House,5,180,12,6,12078,Area-Impulse,9
James Clavell's Shogun,5,120,12,5,15325,Legacy Game,3
James Clavell's Shogun Card Game,8,60,10,6,12263,Betting and Bluffing,1
James Clavell's Tai-Pan,4,120,12,5,14220,Grid Movement,4
JamSumo,4,30,6,7,3851,Card Drafting,3
Jane Austen's Matchmaker,6,30,8,6,8031,Hand Management,2
Jantaris,4,45,12,5,15097,Card Drafting,4
Janus,4,45,10,6,10817,Area Movement,8
Japanese: The Game,6,10,12,5,17057,Area Movement,6
Jargon,6,60,10,5,17454,Tile Placement,2
Jasper and Zot,1,30,7,6,9959,Card Drafting,2
Jaunty Jalopies,4,40,10,4,18335,Cooperative Game,8
Java,4,120,12,7,1000,Pattern Building,3
Jaws,4,45,5,5,19435,Cooperative Game,1
Jazz: The Singing Card Game,10,10,8,6,11821,Memory,2
Jedzie pociąg z daleka,4,45,6,6,9930,Area Movement,4
Jeff Davis: The Confederacy at War,1,240,12,8,8296,Cooperative Game,5
Jeff Foxworthy's You Might Be a Redneck if... Game,4,30,16,3,19688,Storytelling,1
Jeju Island,4,30,7,6,6414,Dice Rolling,3
Jekyll vs. Hyde,2,30,8,7,8758,Trick-taking,1
Jena 20,2,50,0,6,5177,Area Majority / Influence,2
Jena-Auerstadt: The Battle for Prussia,2,150,12,5,15020,Action Queue,5
Jena: Napoleon's Victories and Defeats,4,240,12,6,15777,Dice Rolling,4
JENA!,3,300,12,6,8682,Tile Placement,2
Jenga BOOM,4,10,6,4,19748,Dice Rolling,5
Jenga Casino,8,30,18,5,17103,Flicking,4
Jenga Max,6,20,8,4,19210,Card Drafting,3
Jenga Xtreme,8,20,8,5,19038,Dice Rolling,3
Jenga: Truth or Dare,8,20,12,5,19657,Dice Rolling,3
Jenseits von Theben,4,75,10,7,2856,I Cut You Choose,3
Jeopardy!,5,45,12,5,19565,Dice Rolling,7
Jerusalem,4,90,12,6,3135,Action Points,5
Jester,4,90,10,7,7260,Auction/Bidding,4
Jet Set,6,120,12,6,2553, Set Collection,1
Jet World,4,60,8,5,17247,Commodity Speculation,2
JetLag,8,25,12,6,13926,Memory,4
Jetpack Joyride,4,20,8,6,3276,Roll / Spin and Move,1
Jetsetters,5,20,7,6,13909,Area Majority / Influence,12
Jewels,5,60,8,6,8468,Grid Movement,7
Jewels in the Attic,18,30,8,6,14782,Area Majority / Influence,7
Jigūan: The Eastern Mechanist,4,90,14,6,10005,Area Majority / Influence,5
Jim Henson's Labyrinth: The Board Game,5,120,6,5,20077, Push Your Luck,4
Jim Henson's The Dark Crystal: Board Game,4,120,6,5,17942,Wargames,1
Jin Li,2,15,6,6,14910,Card Drafting,7
Jishaku,2,15,14,5,20060,Hand Management,2
Joakim von Ankas fantastiska affärer,5,60,8,5,16123,Commodity Speculation,2
Joan of Arc,6,180,12,6,5594,Card Drafting,4
Joan of Arc's Victory 1429 AD,2,120,0,6,15728,Enclosure,6
Jochen der Rochen,6,15,4,5,18006,Drafting,6
Jockey,6,45,12,6,5982, Trick-taking,1
Joe Connaissant,20,30,10,5,17134,Pattern Recognition,2
Jogo dos Conquistadores,4,40,10,5,14957,Bingo,8
Johari,4,90,10,6,5141,Dice Rolling,7
John Carter: Warlord of Mars,6,360,12,6,7843,End Game Bonuses,4
John Company,6,180,14,7,1377, Commodity Speculation,5
John Prados' Third Reich,5,360,12,6,6412,Hexagon Grid,2
John Silver,4,30,10,6,7876,Area Movement,4
Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,2,360,12,7,7896,Dice Rolling,4
Jok-R-ummy,6,60,10,5,10485,Hand Management,3
Joker Marbles,6,20,0,6,12440,Hand Management,5
Jokes de Papa,12,40,16,4,19417,Acting,4
Jolly & Roger,2,20,8,6,4252,Hand Management,3
Jolly Octopus,5,10,4,4,18654,Roll / Spin and Move,3
Jolly Roger,5,30,8,5,17240,Hand Management,3
Jolly Roger: The Game of Piracy & Mutiny,10,30,12,6,6110, Tile Placement,1
Jonathan Strange & Mr Norrell: A Board Game of English Magic,4,80,14,6,7569, Pattern Building,2
Joomba!,8,15,6,5,18228,Pattern Recognition,2
Joraku,4,60,12,7,2427, Pattern Building,2
Jorden runt på 80 dagar,5,60,9,5,16104,Point to Point Movement,3
Jórvík,5,90,10,6,1728, Simultaneous Action Selection,2
Jotto,2,20,12,6,10486,Hand Management,4
Journey to the Center of the Earth,4,60,10,6,4304, Worker Placement,1
Journey: Wrath of Demons,4,75,14,6,5437,Auction/Bidding,4
Jours de gloire Campagne II: La Pologne,2,120,12,7,11845,Pattern Building,1
Jours de gloire Campagne III: Les Campagnes de France 1792/1814,2,120,12,7,11227,Hexagon Grid,3
Jours de Gloire Campagne IV: Allemagne 1813,2,5,120,69,47,Dice Rolling,4
Jours de gloire Campagne: Le Danube,2,120,12,7,11380,Hexagon Grid,2
Joust,4,45,12,5,17432,Action Queue,5
Jubako,4,30,8,7,9541,Simulation,3
Judge Dredd,6,90,8,6,5515,Area Movement,1
Judge Dredd: Block War,2,15,12,6,12587,Cooperative Game,3
Judge Dredd: Helter Skelter,4,60,14,7,3772, Grid Movement,8
Judge Dredd: The Cursed Earth,4,50,14,6,5027,Cooperative Game,3
Judge for Yourself,6,90,12,4,19522,Set Collection,4
Jugula,4,60,10,7,11569,Tile Placement,7
Juices,10,20,8,6,7784,Variable Player Powers,2
Julchen und die Monster,5,20,8,5,12602,Strategy Games,2
Julian: Triumph Before the Storm,2,240,12,7,8624,Pattern Recognition,2
Julius Caesar: Game of the Gallic Wars,2,300,12,6,13484,Hand Management,5
Jumanji Fluxx,6,30,8,6,8282, Secret Unit Deployment,3
Jumble Jam,5,50,8,7,9459,Dice Rolling,2
Jumbo & Co,6,15,8,5,11585,Hand Management,9
Jumbo Grand Prix,5,30,8,5,12146,Hand Management,6
Jumbo Jet,6,240,9,4,20086,Memory,1
Jumbolino,4,15,4,4,19708,Dice Rolling,4
Jumbulaya,4,60,13,6,14168,Dice Rolling,3
Jump Drive,4,30,13,7,1003,Card Drafting,1
Jump Gate,6,45,12,6,8654,Flicking,2
Jump Ship!,2,15,8,5,17409,Betting and Bluffing,5
Jump!,5,45,10,5,18621,Network and Route Building,4
Jumpin,2,15,8,5,16728,Pattern Building,2
Jumpin' Java,2,10,8,4,19373,Action Points,7
Jumpin' Monkeys,4,20,5,5,19877,Party Games,1
Jumping Jack,4,10,3,4,18416,Roll / Spin and Move,6
Jumpy Jack,16,15,8,7,11231,Betting and Bluffing,2
Junggle,10,15,7,5,18123,Memory,2
Jungle,6,30,9,6,14714,Area Movement,6
Jungle Ascent,4,30,8,6,6065,Card Drafting,1
Jungle Brunch,5,20,6,6,9727,Action Queue,17
Jungle Jam,10,20,6,6,8383,Cooperative Game,2
Jungle Party,4,20,5,6,13579,Critical Hits and Failures,4
Jungle Race,6,30,6,6,14028,Hand Management,2
Jungle Rumble,4,30,12,6,6864,Area Majority / Influence,2
Jungle Speed,8,10,7,6,1379,Dice Rolling,3
Jungle Speed Electronique,8,15,7,6,12007,Pattern Recognition,10
Jungle Speed Flower Power,8,15,8,6,11016,Action Points,8
Jungle Speed Safari,6,15,5,6,6447, Stacking and Balancing,1
Jungle Speed: Rabbids,10,15,8,6,5661,Campaign / Battle Card Driven,6
Jungli-La,5,45,6,5,17758,Dice Rolling,4
Junior Alias,8,30,4,5,18197,Point to Point Movement,3
Junior Cluedo,6,20,12,5,17725,Memory,2
Junior Labyrinth,4,15,5,5,10336,Grid Movement,2
Junior Stratego,2,30,4,5,16872,Dice Rolling,4
Junk Art,6,30,8,7,413, Simultaneous Action Selection,2
Junk Orbit,5,40,10,7,3406,Card Drafting,5
JunKing,6,60,7,6,8669,Action Points,9
Junkyard Races,8,120,10,6,9831,Dice Rolling,4
Junta,7,240,16,6,1251,Card Drafting,2
Junta: Las Cartas,6,60,12,6,6700,Team-Based Game,1
Junta: Viva el Presidente!,5,60,10,6,3066,Take That,1
Jupiter,4,15,8,6,14603,Area Majority / Influence,6
Jupiter Rescue,7,60,15,6,4350,Roll / Spin and Move,2
JurassAttack!,2,15,8,6,8516,Auction/Bidding,3
Jurassic Jumble,9,10,6,6,14325,Enclosure,6
Jurassic Park Game,8,60,7,5,19696, Pattern Recognition,1
Jurassic Park III: Island Survival Game,4,45,8,5,13807, Dice Rolling,2
Jurassic Park: Danger!,5,50,10,6,4584,Children's Games,1
Jurassic Parts,5,45,10,7,6281,Area Majority / Influence,5
Jurassic Wars,5,25,8,6,16119,Hand Management,4
Jurassic World: The Boardgame,6,90,12,5,15634,Card Drafting,8
Jurassik,4,15,5,5,11635,Set Collection,1
Just a Peiper Dream?,2,30,12,5,16287,Betting and Bluffing,2
Just Desserts,5,25,8,5,6015,Area Majority / Influence,3
Just in Time,4,40,8,6,9068,Action Points,6
Just One,7,20,8,7,163,Grid Movement,3
Just4Fun,4,25,9,5,7763,Family Games,2
Just4Fun Colours,4,15,8,5,17476,Pick-up and Deliver,3
Justice League Strategy Game,5,90,14,6,11499,Action Points,3
Justice League: Axis of Villains Strategy Game,4,60,8,5,16680,Action Points,13
Justice League: Dawn of Heroes,6,90,12,6,11076,Action Points,2
Justice League: Hero Dice - Batman,4,15,10,6,6214,Abstract Games,1
Justice League: Hero Dice - Flash,4,30,10,6,7818,Cooperative Game,2
Justice League: Hero Dice - Green Lantern,4,30,10,6,7660,Cooperative Game,1
Justice League: Hero Dice - Superman,1,25,10,6,6205,Campaign / Battle Card Driven,2
Justinian,2,240,12,6,11457,Grid Movement,2
Jutland,10,360,12,6,4396,Dice Rolling,6
Jutland: Duel of the Dreadnoughts,4,60,12,6,12053,Area Majority / Influence,2
K'uh Nah,6,20,14,6,11491,Push Your Luck,2
K2,5,60,8,7,570,Dice Rolling,2
Ka Pai,4,15,8,6,12122,Deck Bag and Pool Building,3
Ka-Boom,5,30,6,6,6080,Action Points,3
Ka-Ching!,4,20,8,6,4385,Dice Rolling,1
Kablamo,5,15,12,5,19728,Hand Management,4
Kaboodl,6,30,7,5,18882,Pattern Building,3
Kaboom Universe,8,30,6,6,11469,Card Drafting,3
Kabuki,6,20,6,5,13684,Hand Management,2
Kachina,5,45,10,6,5196, Scenario / Mission / Campaign Game,3
Kacper Ryx i Król Żebraków,5,120,14,7,9467,Alliances,6
Kadesh:  Mobile Warfare in the Ancient Middle East,2,120,12,6,10012,Hand Management,3
Kage,2,20,10,5,17577,Layering,4
Kahmaté,2,30,10,6,9617,Acting,4
Kahuna,2,40,10,6,1127,Voting,1
Kaigan,4,90,12,6,3417,Cooperative Game,4
Kaiju Crush,4,45,10,6,8716,Modular Board,2
Kaiju Incorporated,5,60,13,6,9245,Card Drafting,4
Kaiju Siege,1,20,12,7,9371,Acting,5
Kaijudo,2,20,8,6,13072,Area Majority / Influence,5
Kairo,4,45,8,6,5264,Chit-Pull System,3
Kaiser,4,60,0,7,11516,Area Movement,7
Kaiten Sushi,4,30,8,5,16979,Auction/Bidding,7
Kaivai,4,120,12,6,3804,Thematic Games,1
Kajko i Kokosz: Przygody Wojów,5,20,8,6,16183,Area Majority / Influence,4
Kajko i Kokosz: Wielki Wyścig,5,30,6,5,15754,Dice Rolling,4
Kakerlacula,4,15,6,6,14791,Cooperative Game,2
Kakerlakak,4,15,5,5,18564,Card Drafting,1
Kakerlaken Sushi,5,20,8,6,15373,Dice Rolling,4
Kakerlaken-Duell,2,25,8,5,17040,Auction/Bidding,4
Kakerlakensuppe,6,20,6,6,4624, Hand Management,2
Kakerlakentanz,6,20,6,5,16267,Pattern Recognition,1
Kakerlaloop,4,15,5,5,17672,Roll / Spin and Move,2
Kakuro Challenge,4,30,7,5,17279,Card Drafting,3
Kakuzu,4,20,8,6,15819,Children's Games,1
Kalahen,6,120,12,5,15970,Hand Management,4
Kaleido,5,30,10,6,13292,Area Majority / Influence,3
Kaleidos,12,60,10,6,2956, Dice Rolling,5
Kalifiko,8,30,8,6,13373,Hand Management,10
Kaliko,4,90,8,6,9218,Card Drafting,7
Kalimambo,7,30,8,6,6416,Simultaneous Action Selection,1
Kalle Kanalratte,5,15,4,5,16950,Hand Management,4
Kalua,5,40,8,5,14436,Tile Placement,1
Kamakura,4,5,13,4,18914,Commodity Speculation,7
Kamasutra,17,20,16,6,11261,Card Drafting,4
Kámen - Zbraně - Papír,4,45,10,6,13259,Auction/Bidding,2
Kami,4,20,8,6,8694,Hand Management,5
Kami-sama,4,90,14,6,4601,Dice Rolling,6
Kamigami Battles: Battle of the Nine Realms,6,45,12,7,7587,Deck Bag and Pool Building,6
Kamigami Battles: River of Souls,6,45,12,7,8890,Deck Bag and Pool Building,4
Kamisado,2,20,10,6,1417,Auction/Bidding,1
Kamisado Max,2,20,10,7,5808,Grid Movement,1
Kamisado Schnupperspiel,2,20,10,6,11273,Acting,5
Kamon,2,15,8,6,10157,Enclosure,1
Kampen om Fredriksten,4,45,10,7,11250,Card Drafting,4
Kampen om Norge,3,180,12,7,9638,Deck Bag and Pool Building,2
Kampf gegen das Bünzlitum,10,30,18,6,12047,Hand Management,3
Kampf gegen das Spiessertum,10,500,18,7,7901,Hand Management,1
Kampf um Rom,4,180,16,5,16517,Area Majority / Influence,6
Kan-U-Go,7,30,10,4,19034,Acting,4
Kangaroo,6,10,5,5,14952,Hand Management,1
Kanji Battle,6,60,12,4,20137, Dice Rolling,2
Kannibohne,2,45,10,6,12110,Hand Management,2
Kansas Pacific,6,100,14,6,5355,Variable Player Powers,1
Kanzume Goddess,6,45,10,6,5007,Hexagon Grid,2
Kaosball: The Fantasy Sport of Total Domination,4,60,14,6,3149, Trick-taking,1
Kapitan Bomba,2,15,18,3,19646,Action Points,10
Kapitän Wackelpudding,5,30,8,6,8013,Card Drafting,5
KAPOW!,4,60,8,7,7766,Dice Rolling,3
Karambolage,4,30,6,6,8990,Grid Movement,3
Karate Fight,4,15,14,5,18565,Player Elimination,1
Karate Tomate,10,20,8,6,10715,Rondel,3
Kardinal,4,20,10,6,7924,Hand Management,4
Kardinal & König: Das Kartenspiel,5,45,11,6,6203,Dice Rolling,3
Karekare,4,45,10,7,7683,Hand Management,1
Karelia '44: The Last Campaign of the Continuation War,2,450,0,7,6406,Dice Rolling,3
Karesansui,6,60,10,6,5540,Betting and Bluffing,4
Kariba,4,15,6,6,3393,Dice Rolling,9
Karibou Camp,7,20,8,5,15855,Team-Based Game,2
Karma,6,20,8,5,12278,Hand Management,3
Karmaka,4,60,13,6,2250,Card Drafting,6
Karnag,5,120,14,6,6772,Connections,6
Karnaxis,6,60,12,6,11642,Stacking and Balancing,2
Karnickel,4,15,6,5,17751,Action Queue,6
Karnivore Koala,6,30,12,5,10182,Dice Rolling,5
Karo,2,20,8,6,9950,Modular Board,2
Karottenklau,6,5,4,5,14426,Cooperative Game,2
Kart sur Glace,5,30,8,6,14063,Grid Movement,3
Kartel,6,15,6,6,11592,Action Queue,5
Karten Kniffel,5,20,8,5,16077,Hand Management,2
Karty Dżentelmenów,15,120,18,5,10279,Hand Management,3
Karuba Junior,4,10,4,6,7549, Set Collection,2
Karuba: The Card Game,6,15,8,6,4241,Action Points,4
Käse Würfeln,5,30,8,5,17795,Hand Management,3
Käseklau!,4,10,5,6,11652,Dice Rolling,4
Kashgar: Merchants of the Silk Road,4,45,12,7,1258,Dice Rolling,5
Kasl,4,120,10,5,16990,Area Movement,5
Kasserine Pass,2,120,12,6,10172,Roll / Spin and Move,2
Kasserine: Baptism of Fire,2,60,12,6,13916,Family Games,1
Katamino,2,10,3,6,3686, Rock-Paper-Scissors,1
Katamino Duo,2,10,3,6,11964,Card Drafting,4
Katana: Samurai Action Card Game,2,30,8,7,11936,Campaign / Battle Card Driven,1
Katapult,4,30,8,6,13393,Dice Rolling,3
Katarenga,2,20,8,7,6517,Action Points,6
Katego,4,20,8,5,16344,Area Majority / Influence,6
Kathai,5,45,10,5,12870, Trick-taking,1
Katoiz,4,5,9,6,12495,Area Majority / Influence,4
Kauchuk,4,40,8,7,6255,Action Queue,5
Kawaguchi's Gamble: Edson's Ridge - The Battle for Guadalcanal,2,150,0,6,11985,Dice Rolling,3
Kawaii,5,15,6,5,16245,Paper-and-Pencil,3
Kawanakajima 1561,2,240,0,7,8370,Chit-Pull System,3
Kayak Chaos,4,30,8,6,11577,Tile Placement,3
Kazaam,5,60,8,6,9781, Modular Board,4
Kazaam Dice,4,15,6,5,18747,Auction/Bidding,10
Kazink,4,15,7,5,16802,Team-Based Game,1
Keep,5,20,0,6,7705,Hand Management,3
Keep Cool,8,40,13,6,11937,Team-Based Game,4
Keep Running!,8,20,8,5,15675,Action Queue,11
Keep Up The Fire!: The Boxer Rebellion,1,50,13,7,7792,Dice Rolling,3
Keesdrow,6,60,8,6,9020,Area Majority / Influence,2
Keezbord,6,60,6,5,17395,Dice Rolling,4
Keltis,4,30,10,6,1693,Hexagon Grid,3
Keltis Ór,4,20,8,6,13734,Card Drafting,6
Keltis: Das Kartenspiel,4,20,8,6,2092,Dice Rolling,3
Keltis: Das Orakel,4,30,10,6,2864,Dice Rolling,8
Keltis: Das Würfelspiel,4,30,8,6,4164, Set Collection,1
Keltis: Der Weg der Steine Mitbringspiel,4,15,7,6,2928,Dice Rolling,3
Kemet,5,120,13,7,103, Set Collection,1
Kemet: Blood and Sand,5,120,13,8,7652,Action Points,4
Kemomimi Panic,8,45,16,6,14741,Player Elimination,6
Kendo,4,30,10,6,9246,Hand Management,2
Kenjin,4,30,12,6,5125,Set Collection,2
Kenny G: Keepin' It Saxy Game,5,30,12,6,13052,Voting,1
Kensington,5,30,8,6,13409,Tile Placement,1
Kenta,5,45,12,6,13071,Card Drafting,5
Kenya,5,15,7,5,15894,Hand Management,6
Kepler-3042,4,90,14,7,1681, Take That,2
Ker Plunk,4,20,5,4,20290,Dice Rolling,5
Kerala: The Way of the Elephant,5,30,8,6,2364, Grid Movement,5
KerFlip!,4,15,8,6,10180,Communication Limits,6
Kernstown,2,480,13,8,9361,Pattern Building,5
Kerosene,5,120,14,8,14263,Card Drafting,8
Kerrunch,2,90,8,5,15803,Hand Management,3
Keskifé?,16,15,8,6,10411,Acting,1
Kesselschlacht: Ukraine Spring 1944,2,480,12,5,16698,Area Majority / Influence,6
Key Flow,6,75,14,7,1541, Simultaneous Action Selection,1
Key Largo,5,40,8,6,3072, Dice Rolling,4
Key Market,4,90,12,7,2011,Dice Rolling,3
Key to the City: London,6,120,14,7,1895,Modular Board,5
Key to the Kingdom,6,45,8,5,19921, Hidden Roles,4
Key West,5,60,12,6,11034,Area Majority / Influence,6
Keydom,5,90,10,6,9012,Hand Management,3
KeyForge: Age of Ascension,2,45,14,7,1078, Modular Board,3
KeyForge: Call of the Archons,2,45,14,7,427,Tile Placement,1
KeyForge: Mass Mutation,2,45,14,8,3716,Action Points,4
KeyForge: Worlds Collide,2,45,0,7,1902,Area Movement,2
Keys to the Castle,4,20,8,6,11578, Dice Rolling,7
Keythedral,5,90,8,7,988, Dice Rolling,1
Keytown,5,60,12,6,8754,Dice Rolling,5
Keywood,5,120,10,6,10714,Voting,3
Khan,4,60,10,6,5706,Simultaneous Action Selection,3
Khan of Khans,5,25,9,6,10886,Dice Rolling,3
Kharkov: The Soviet Spring Offensive,2,240,12,6,6222,Auction/Bidding,1
Kharnage,4,30,7,6,4602, Storytelling,1
Kheops,2,45,12,5,11905,Dice Rolling,6
Khet: The Laser Game,2,20,9,6,1995,Cooperative Game,1
Khronos,5,90,10,6,2722,Pick-up and Deliver,2
Khyber Rifles,2,120,12,5,18034,Dice Rolling,3
Khyber Rifles: Britannia in Afghanistan,2,30,12,6,11259, Card Drafting,2
Kibble Scuffle,4,30,14,6,12789,Area Majority / Influence,4
Kick-Ass: The Board Game,4,90,18,7,3194,Cooperative Game,2
Kido Butai: Japan's Carriers at Midway,1,90,12,7,8661,Hand Management,5
Kids Against Maturity,10,90,8,6,14790,Hand Management,4
